date,title,body
"10 junio, 2021","
Recomendaciones de Aapresid a la hora de cosechar el maíz tardío
","
Este manejo ‘obliga a salir de la anualización a la hora de pensar el sistema de producción’.
"
"8 junio, 2021","
Fuerte cambio en las prácticas agrícolas
","
En este año, por cada hectárea de maíz o trigo se sembrarán solo 1,4 de soja, un índice 3 veces menor que el hace 7 años.
"
"5 junio, 2021","
El maíz se cosecha en toda el área agrícola
","
Ya se levantó 34% del área sembrada. La BCBA mantiene su estimación de producción.
"
"1 junio, 2021","
Los granos recuperaron posiciones este martes
","
En Rosario mejoró  la dinámica comercial. En Chicago se destacaron los aumentos del trigo.
"
"29 mayo, 2021","
Poco avance en la cosecha de sorgo
","
Por falta de piso y porque los productores están mas ocupados en la trilla de soja.
"
"28 mayo, 2021","
La cosecha de maíz sigue demorada
","
Hasrta esta semana solo se había logrado levantar el 30% del área. Lo bueno es que el rinde promedio es alto.
"
"27 mayo, 2021","
La soja ingresa en los 400 dol/tn y el maíz se aleja de los 300 dol/tn
","
La bajas en las cotizaciones por el buen clima para los cultivos estadounidenses le advierten al Gobierno por el ingreso de dólares. El análisis de Salvador Di Stéfano. Cotizaciones de este miércoles.
"
"24 mayo, 2021","
Soja: creció la molienda y bajaron las exportaciones de porotos
","
La mejora en el precio de los commodities  tuvo un impacto positivo en los despachos de subproductos del complejo sojero. El maíz tuvo una perfomance menor, según la BCR.
"
"20 mayo, 2021","
La pandemia trae nuevos desafíos y oportunidades comerciales para el maíz
","
Wn Maizar 2021 destacararon el favorable contexto económico con altos precios internacioles y el polífrico con el cambio de gobierno en Estados Unidos. La cuestión del Green Deal europeo.  
"
"17 mayo, 2021","
Lunes con bajas en Chicago y positiva para los cereales en Rosario
","
En la plaza argentina, la jornada tuvo una buena dinámica comercial.
"
"15 mayo, 2021","
Alto rindes permiten subir la estimación de cosecha de sorgo
","
Se lleva recolectado el 33% del área sembrada. Se registran buenas cosechas en Santa Fe y Córdoba.
"
"15 mayo, 2021","
Siembran maíz a 23 cms. entre hileras y obtienen un rinde de 15.000 kilos
","
 Se destaca que esa tecnología de manejo permite competir mucho mejor contra las malezas y explorar mejor el suelo. Fue un logro de un producto de 9 de Julio, asesora por el Inta. 
"
"14 mayo, 2021","
Ya se cosechó el 25% del maíz (el de siembra temprana está casi todo levantado)
","
La recolección aún viene relegada por las labores con la soja. El promedio de los rindes viene subiendo. 
"
"13 mayo, 2021","
Rueda de jueves con tendencia negativa en Rosario ante los fuertes ajustes negativos registrados en Chicago
","
El trigo y maíz cayeron por mejores perspectivas para ambos cultivos. La soja por toma de ganancias.
"
"11 mayo, 2021","
La producción de maíz se retraee 2% en el centro y sur de BA y LP
","
La merma es esperada en la zona de influencia de la Bolsa de Cereales y Productos de Bahía Blanca.
"
"10 mayo, 2021","
Los granos arrancaron la semana con ajuste de precios
","
Rosario repitió la caída de Chicago, donde hubo toma de ganancias. 
"
"7 mayo, 2021","
Cierre de semana alcista para los granos
","
En Chicago, la soja se negoció con el precio más alto desde 2012; el trigo alcanzó valores máximos desde febrero; y el maíz cerró en 300 dol/tn. En Rosario, jornada muy dinámica. 
"
"5 mayo, 2021","
Todo los indicadores del mercado mundial de maíz 2021 son positivos
","
Mientras aumentan las proyecciones de producción de los principales países productores, también se espera una demanda firme que hace caer los stocks.
"
"3 mayo, 2021","
El maíz se consolida en un valor máximo desde 2013 en el Mercado de Chicago
","
Alcanzó esta mañana un valor de 296,9 dol/tn. Alerta por el clima seco en Brasil. También subían la soja y el trigo.
"
"1 mayo, 2021","
Las remesas del complejo agroexportador cerraron abril con 3.031 mill/dol
","
Los envíos totalizaron 9,2% más con relación a marzo y la cifra representa un récord para ese mes en los últimos siete años. Números de Ciara-CEC
"
"1 mayo, 2021","
Advierten que los ataques de plagas están afectando los rindes del sorgo
","
Principalmente, por el llamado pulgón de la caña de azúcar. La BCBA igualmente mantuvo su estimado de producción 2021.
"
"30 abril, 2021","
Maíz: se ralentiza la cosecha porque los productores priorizan la de soja
","
Mientras tanto, ya se trilló 20% de la superficie sembrada. Informe por regiones de la BCBA.
"
"29 abril, 2021","
El Congreso Maizar llega en un gran momento para la cadena
","
Será el 18 de mayo. Se habilitarán 4 canales simultáneos  en los que expertos nacionales e internacionales debatirán y contestarán preguntas sobre todos los aspectos referidos al maíz y el sorgo.
"
"26 abril, 2021","
El mercado de granos prevé un año con muy buenos precios: las razones
","
El 31 de marzo el Usda proyectó un aumento muy marginal del área maicera en Estados Unidos y para l para la soja ve un aumento de 1,8 mill/ha. El análisis para triho, maís...
"
"17 abril, 2021","
Productores postergaron la cosecha de sorgo por el clima y para priorizar otros granos
","
El avance alcanzó al 14% del área sembrada y viene con bastante retraso respecto de la del año pasado.  
"
"16 abril, 2021","
La BCBA subió su estimación para el maíz por las ‘mejores expectativas de rindes’ en los ‘tardíos’
","
Se basó principalmente en los rendimientos en los campos de Córdoba. Esta semana las labores de cosecha no tuvieron mayores avances.
"
"9 abril, 2021","
40 quintales 40 de diferencia entre oeste y este en la soja de región núcleo
","
Buena parte del este de Córdoba supera los 45 a 50 qq/ha en soja de primera mientras que en el NE bonaerense se cosecha con 8 a 20 quintales. También hay brecha en el...
"
"9 abril, 2021","
Maíz: esta semana se retomaron las labores de cosecha
","
La trilla avanzó hasta el 12% del área sembrada. Los mayores tareas se registraron en las provincias del centro. 
"
"9 abril, 2021","
Concluye la cosecha de girasol con buenos rendimientos
","
Se trata de los lotes ubicados en la zona de influencia de la Bolsa de Cereales de Bahía Blanca. Para el maíz se proyecta un rinde promedio de 6.000k/ha.
"
"3 abril, 2021","
La cosecha de sorgo, también demorada por la falta de lluvias
","
La trilla alcanza al 10% del área apta con rendimientos que se mantienen cercanos a los promedios históricos en cada zona.
"
"2 abril, 2021","
La cosecha de maíz viene demorada y con rindes bajos
","
Esta semana, las lluvias impidieron el avance de las cosechadoras. Se espera que los rendimientos mejoren en otras regiones y por eso se mantiene la estimación de producción.
"
"1 abril, 2021","
Maizar advirtió que ‘no se debe ir a contramano’ con la política de biocombustibles
","
La entidad alertó que 54 empresas de 10 provincias se ponen ‘en peligro’ si no se prorroga la ley de promoción. Niegan que el sector esté ‘subsidiado’.
"
"31 marzo, 2021","
El Usda proyectó siembras récord de maíz y soja en Estados Unidos
","
Pero resultaron menores a las esperadas por el mercado y por eso hubo una fuerte suba de los precios en Chicago: la oleaginosa trepó más de 25 dólares y el cereal casi 10.
"
"29 marzo, 2021","
¿México comienza a rever su histórica postura en contra del maíz transgénico?
","
Podría autorizar el ingreso de granos OGM que sean para consumo animal, según declaró el ministro agropecuario de Estados Unidos.
"
"29 marzo, 2021","
Con buenos rindes ya se cosechó el 18% de los lotes de maíz
","
Igualmente, los rindes están lejos de los promedios de igual período de 2020. La soja de primera presentó algunos lotes con granos verdes; la de segunda, por ahora bien. Informe de la BCR.
"
"27 marzo, 2021","
México tendrá una caída en su cosecha de maíz 2021 (y tiene mal pronóstico para 2022)
","
El país no superará las 24 mill/tn estimadas para el año en curso y se espera que del año que viene caiga hasta 20%.
"
"26 marzo, 2021","
La cosecha de maíz sigue por ahora con rindes debajo de los promedios
","
Igualmente, la Bolsa de Buenos aires mantuvo su estimación de producción. Esta semana, la trilla se frenó por las lluvias.
"
"25 marzo, 2021","
Caídas en los valores de los granos y menor número de compradores en Rosario
","
Los precios cerraron con bajas también en Chicago, donde la soja cortó una racha de 3 subas. 
"
"23 marzo, 2021","
La soja y el maíz registran subas en el Mercado de Chicago
","
La oleaginosa se negoció en 522 dol/tn. El trigo, en cambio, operó con descuentos en el mercado matutino. 
"
"23 marzo, 2021","
Optimismo del Gobierno en sus estimaciones para la cosecha 2021
","
Para la soja proyecta una producción de 47 mill/tn y para el maíz, 58 mill/tn. Bastante más que las bolsas de Buenos Aires y Rosario.
"
"22 marzo, 2021","
Jornada con cierres dispares en los granos
","
La soja logró ganancias en Chicago que no se repitieron en Rosario. El maíz actuó a la baja en los dos. El trigo, mejor.
"
"21 marzo, 2021","
Largó la cosecha de sorgo granífero
","
Los rendimientos de los primeros lotes fueron flojos. Igualmente se mantiene la expectativa de producción porque el cereal se sembró sobre una superficie mayor a la estimada.
"
"19 marzo, 2021","
Las primeras cosechas de maíz dieron los rindes esperados pero…
","
… El déficit hídrico generó una baja en el potencial. La BCBA repitió la estimación de la semana pasada.
"
"16 marzo, 2021","
El maíz se negocia con firmeza en los mercados
","
Tuvo puja de compradores y cerró con ganancias en Rosario y Chicago. La soja también cerró con mejoras.
"
"15 marzo, 2021","
Subas en los granos en el inicio de la semana
","
Los incrementos se dieron en Chicago y en Rosario, con un buen volumen de negocios.
"
"15 marzo, 2021","
Aumentó el poder de compra del maíz y la soja
","
En cambio, la relación insumo-producto del trigo se vio perjudicada (a pocos meses de iniciar la siembra del cereal).
"
"12 marzo, 2021","
Las exportaciones de maíz podrían dejar ingresos por casi 8.000 mill/dol
","
Aunque se espera una producción menor por la sequía, los precios internacionales se mantendrán firmes.
"
"11 marzo, 2021","
La soja volvió a subir en Chicago y copió Rosario
","
También hubo una demanda firme por el maíz. La jornada para el trigo fue con ajustes a la baja y prácticamente sin demanda en Rosario.
"
"11 marzo, 2021","
La falta de lluvias provoca un fuerte ajuste en las estimaciones de soja y maíz
","
La BCBA le descontó esta semana 2 mill/tn a la soja y 1 mill/tn al maíz. Y advirtió que ‘no se descartan nuevas modificaciones’ en el caso de la oleaginosa.
"
"10 marzo, 2021","
Jornada con bajas para los cereales
","
La soja tuvo suerte dispar en Rosario pero también fue a la baja en Chicago.
"
"10 marzo, 2021","
El consumo de maíz forrajero aumentará en 300 mil toneladas
","
Alcanzará a las 12,2 Ms de toneladas. El aumento del consumo se potencia por los incrementos en la producción de carne porcina, ovina y aviar.
"
"9 marzo, 2021","
Bajas en soja y maíz por previsiones de mayores existencias mundiales
","
El Usda elevó el stocks de ambos granos pero bajó los del trigo, que cerró con alzas en Chicago. En Rosario volvieron a destacar las ofertas por el maíz.
"
"9 marzo, 2021","
Ahora el Usda subió los stocks de soja y maíz
","
El informe hizo caer el valor de los granos. El organismo confirmó una reducción de 500 mil/tn en la cosecha argentina de soja por la sequía. Y subió el maíz y la soja brasileñas.
"
"8 marzo, 2021","
La soja cerró en baja en Rosario (no copió la suba de Chicago)
","
En la plaza argentina se destacó el maíz, con una amplia oferta de compras. El trigo tuvo un día de pérdidas.
"
"8 marzo, 2021","
Aún con la sequía se mantiene la estimación para el sorgo
","
Además aparecieron problemas de por pulgones. El cereal viene complicado justo en el momento del llenado de granos.
"
"5 marzo, 2021","
El maíz, complicado por la sequía en el este del área agrícola
","
Los planteos tardíos transitan el período crítico. La cosecha recién iniciada lleva a 2% de la superficie. La BCBA mantiene su estimación.
"
"3 marzo, 2021","
Entre enero y febrero se hicieron DJVE de granos y subproductos por 23,8 mill/tn
","
Las declaraciones juradas saltaron 600% respecto del año pasado. El producto más demandado fue el maíz, que le ganó a todo el complejo sojero.
"
"2 marzo, 2021","
Descubren un mecanismo que controla el crecimiento en altura del trigo y el maíz
","
De esta forma, las plantas pueden enfocarse más en el desarrollo de sus granos. Es un logro conjunto entre especialistas argentinos y españoles.
"
"1 marzo, 2021","
Lunes con bajas para la soja
","
Los descuentos fueron generalizados en el arranque de la semana; solamente el maíz en Rosario un incremento. 
"
"1 marzo, 2021","
La soja y el maíz ayudarían a mantener tranquilo al dólar en un año electoral
","
Se calcula que los ingresos adicionales podrían llegar hasta 10.000 mill/dol por la suba de los precios internacionales.
"
"26 febrero, 2021","
Maíz: rindes flojos en las primeras trillas
","
Se cosecharon campos de Santa Fe y Entre Ríos. La condición de los planteos tardíos alientan proyecciones de buenos rindes.
"
"24 febrero, 2021","
Se inició la cosecha 2021 de maíz para semilla
","
El acto lo convocó ASA en Murphy (SF) y asistieron funcionarios nacionales, quienes ponderaron al sector maicero.
"
"24 febrero, 2021","
Aquí están, estos son, los ataques de peludos a silos bolsa (y cómo minimizarlos)
","
También de ratones y perros. Biólogos de 3 universidades relevaron los mordiscos en 228 bolsas. Qué animales atacan más según la región y la época del año.
"
"23 febrero, 2021","
Pese a todas las adversidades se sembró solo un 5% menos de maíz.
","
Para mediados de septiembre se había sembrado la mitad del maíz en la región. Hoy la tecnología satelital permite confirmar que el sector hizo una apuesta fuerte.
"
"22 febrero, 2021","
El mercado de maíz destacó en el comienzo de la semana en Rosario
","
La soja actuó dispar: bajas en el disponibles, subas para la nueva cosecha. En Chicago, hubo aumentos generalizados.
"
"22 febrero, 2021","
Prevén que las exportaciones de maíz superen los US$ 8.600 millones
","
Una mejor cosecha, ayudada por las últimas lluvias, elevarán el saldo exportable, de acuerdo a un informe de la BCR. 
"
"20 febrero, 2021","
Sorgo: buenas expectativas de rinde sostienen altas proyecciones
","
En varias regiones, la presencia de pulgones requirió la aplicación de fitosanitarios para su control.
"
"19 febrero, 2021","
La Bolsa de Cereales estimó la producción de maíz en 46 M/tn
","
Los volúmenes proyectados se ubican en 5,5 M/tn menos que en la campaña 2019/2020. Ya se recolecto el 0,4% del área de siembra proyectada. 
"
"19 febrero, 2021","
La cosecha de maíz sigue con rindes bajos
","
Vienen por debajo las cosechas anteriores. La BCBA igualmente mantiene su estimación. Estado de los cultivos por regiones.
"
"15 febrero, 2021","
Los rindes de soja en la zona núcleo superan los 35qq/ha
","
Para el cultivo de maíz en algunas regiones de la zona núcleo los rindes se acercan a los 90qq/ha 
"
"11 febrero, 2021","
Dan por iniciada la cosecha nacional de maíz
","
Los rendimientos de los primeros lotes levantados fueron bajos. Pero los maíces de segunda mantienen una buena condición -y las expectativas finales-.
"
"6 febrero, 2021","
Maizar lanzó un ¡alerta! tras la aparición del pulgón de caña de azúcar en sorgos
","
La plaga se considera de las más virulentas; en 2013 hizo estragos en Estados Unidos y México. Recomendaciones de control.
"
"4 febrero, 2021","
El maíz perdió rindes y la BCBA le descontó 1 millón/tn a su proyección
","
El relevo de los lotes del centro del área agrícola evidenciaron un alto deterioro de los cultivos. La siembra 2020/21 se dio por finalizada esta semana.
"
"3 febrero, 2021","
El maíz sigue dulce en el mercado
","
Con buena racha en Rosario, cerró también una jornada positiva en Chicago, donde la soja cortó una seguidilla de bajas. El trigo, para arriba.
"
"2 febrero, 2021","
Mucho interés por el maíz en Rosario
","
El cereal se destacó en una jornada de baja dinámica comercial. En Chicago fue una jornada de bajas generalizadas.
"
"1 febrero, 2021","
El 30% de la soja está de regular a mala
","
Sin embargo, hay posibilidades de un cambio de escenario. La recuperación depende de las precipitaciones de las últimas horas.
"
"1 febrero, 2021","
La autoridad europea en alimentos aprobó un maíz con 4 eventos apilados
","
La Efsa publicó un dictamen científico favorable para su uso en alimentación animal, aunque no autoriza su siembra.
"
"1 febrero, 2021","
El maíz y la soja de primera no pasan por un buen momento
","
Los dos principales cultivos que se practican en gran parte de las zonas agrícolas argentinas presentan, en lagunas parcelas estados de regular a malo por el impacto de la sequía. 
"
"29 enero, 2021","
La ola de calor maduró los maíces y se adelantará su cosecha
","
Ocurrió en lotes de Santa Fe y Entre Ríos. La siembra nacional aún no culminó. la BCBA relevó situaciones heterogéneas tras las lluvias y el calor.
"
"26 enero, 2021","
Maiz: Se exporta más del doble que hace cinco años
","
Ese salto significa U$S 5.000 millones más para la economía. En 2020, pese a la pandemia, se embarcó el segundo volumen de granos más grande de la historia.
"
"25 enero, 2021","
La soja inició la semana con subas
","
Recuperó valor en Chicago y en Rosario. Los cereales también tuvieron una jornada de alzas, ante informes de recortes.
"
"25 enero, 2021","
El Inta presentó 2 maíces para el consumo como choclo
","
Las variedades Anita y Eusilia se destacan por su dulzura, consistencia cremosa y terneza del grano para consumo fresco. Una alternativa para la agricultura familiar.
"
"25 enero, 2021","
El sorgo comenzó a transitar la última parte de la siembra
","
Restan incorporar 150 mil/ha. El cultivo se desarrollo en buenas condiciones.
"
"22 enero, 2021","
La mejora en los cultivos sudamericanos le restó valor hoy a los granos
","
En Chicago la caída fue importante, sumado a una jornada de toma de ganancias. En Rosario también se operó con bajas.
"
"22 enero, 2021","
El Gobierno insiste en ‘desacoplar’ los precios del maíz
","
Agricultura convocó a una nueva reunión de la Mesa Intersectorial del Maíz para lograr un precio diferenciado para el mercado interno.
"
"22 enero, 2021","
Las lluvias mejoraron el panorama del maíz ‘tardío’
","
La siembra tomó impulso en el norte del área agrícola. La superficie implantada superó el 90%.
"
"22 enero, 2021","
Mejoraron los rendimientos del girasol en el centro y norte de Santa Fe
","
Los mejores resultados se vienen dando en la zona centro-sur, con entre 15 y 16 quintales por hectárea.
"
"21 enero, 2021","
Subas en el mercado de Chicago en el arranque del jueves
","
Operaban con aumentos los futuros de la soja, el maíz y el trigo; el miércoles cerraron con bajas.
"
"19 enero, 2021","
Martes con subas para el trigo
","
El cereal encabezó las cotizaciones en Rosario y repercutió en el maíz. La soja fue arrastrada a la baja por Chicago.
"
"18 enero, 2021","
Maíz de primera, las lluvias llegaron justo
","
En otras áreas el agua llegó tarde, las pérdidas en el rinde son mayores, pero no seguirán aumentando.
"
"15 enero, 2021","
CRA sugiere al Gobierno consultar antes de tomar decisiones que incidan en la actividad
","
En la Argentina del presente, necesitamos funcionarios públicos que entiendan y generen soluciones.
"
"15 enero, 2021","
Los maíces de primera presentan condiciones ‘heterogéneas’
","
La BCBA advirtió que transitan el período de definición de rendimiento con diferentes reservas hídricas. La siembra avanzó al 90%. 
"
"15 enero, 2021","
Basterra se reunió con la mesa intersectorial del maíz
","
Fue la segunda reunión. En el próximo encuentro se avanzará sobre los métodos de desacople entre el mercado internacional y el de abastecimiento a transformadores de maíz.
"
"14 enero, 2021","
Maíz: las últimas lluvias sostienen una campaña cerca del récord
","
La BCR dijo que la sequía restó 2 mill/tn; Entre Ríos, Santa Fe, Córdoba y norte bonaerense son los distritos más golpeados por las pérdidas.
"
"13 enero, 2021","
Con el aumento de las exportaciones ingresarán al BCRA unos U$S 5.000 millones
","
Los productores reciben por el maíz $ 17.900 por tonelada y el precio internacional FOB es de U$S 253 por tonelada.
"
"13 enero, 2021","
El Usda prevé un fuerte recorte en la cosecha argentina por la sequía
","
En el informe mensual publicado este martes, bajó la estimación de producciones de soja, maíz y trigo. Resumen de las previsiones para Estados Unidos y Brasil.
"
"13 enero, 2021","
El Gobierno levantará los límites a exportaciones de maíz mientras se garantice la provisión local
","
El Ministerio de Agricultura reunió a la Mesa Intersectorial del Maíz y se acordó desacoplar los precios del cereal. Los ruralistas culminan esta noche la medida de fuerza (y no se levanta).
"
"12 enero, 2021","
China aprobará nuevas variedades de soja y maíz transgénicas
","
Fueron desarrolladas en el mismo país. La medida se da después de que el año pasado aprobó 3 cultivos OGM probados por Argentina.
"
"12 enero, 2021","
Maíz: un cupo de exportación difícil de implementar
","
  El Gobierno no dio precisiones respecto de cómo será la autorización para anotar 30.000 tn para envíos al exterior.
"
"12 enero, 2021","
El stock de maíz se acerca a 10 mill/tn a casi 2 meses del cierre de campaña
","
Aun quedarían por comercializar una parte de la cosecha maicera 2019/20 valuada en el equivalente a más de 1.000 mill/dol. Informe de la BCR.
"
"11 enero, 2021","
Viejas recetas… malos resultados asegurados
","
Para CRA, dejar exportar solo un millón de toneladas de aquí a la nueva cosecha sin razones técnicas que lo avalen, el stock es superior al de un año atrás.
"
"11 enero, 2021","
Déjà vu kirchnerista: volvieron los ROE de maíz
","
Una lectura de lo que significa el anuncio de permitir un cupo máximo de 30.000 toneladas diarias, en medio de la suspensión general de las exportaciones.
"
"11 enero, 2021","
Concluye la siembra de girasol
","
BUENOS AIRES (NAP)Concluyó el implante de girasol en todo el país, correspondiente a la campaña 2020/2021, con una cobertura de 1,37 Mns de hectáreas,  de acuerdo al último informe publicado por el ministerio de...
"
"7 enero, 2021","
La Sociedad Rural de Córdoba anunció que no se sumará a la medida de fuerza del agro
","
Pedro Salas, titular de la entidad, afirmó este miércoles que no van a adherir al cese de comercialización de granos convocado por tres de las cuatro entidades de la Mesa de Enlace.
"
"7 enero, 2021","
Busso: “El cierre de exportaciones al maíz es una medida desacertada”
","
Así se expresó el Ministro de Agricultura y Ganadería de Córdoba. En tanto, los acopiadores se pronunciaron a favor del cese de comercialización.
"
"5 enero, 2021","
Hoy sí la soja llegó a 500 dólares (aunque cerró en 496)
","
Se llegó a negociar en ese valor en el mercado de Chicago. Y tiene perspectivas alcistas. En Rosario, la soja también operó con subas (los cereales se mantuvieron estables).
"
"5 enero, 2021","
La siembra de sorgo avanzó en varias provincias
","
Se acerca al 60% del área proyectada. Las tareas se dieron mayormente en Chaco, Córdoba, Entre Ríos, Santa Fe y Buenos Aires.  
"
"5 enero, 2021","
Aapresid se sumó al rechazo de la suspensión de las exportaciones de maíz
","
La entidad argumentó que, quien a la fecha no comercializó su producción de maíz, difícilmente lo haga más adelante.
"
"30 diciembre, 2020","
Repudio ruralista al cierre de exportaciones de maíz
","
La sorpresiva medida generó la declaración del estado de ‘alerta y movilización’. Afirman que es ‘una receta fracasada’.
"
"30 diciembre, 2020","
Agricultura suspendió la presentación de Declaraciones Juradas para la exportación de maíz.
","
La medida es temporaria y alcanza a los embarques del cereal que se han antes del 1 de marzo de 2021. Queda exceptuado el maíz pisingallo.
"
"30 diciembre, 2020","
Bioestimulantes: El alimento para la soja y el maíz
","
Con la utilización de productos a base de algas y otros componentes, se puede lograr un plus de rendimiento de 300 kilos en la soja y de 600 kilos en el maíz, aseguran desde...
"
